QueryNumber;List
64;[864, 1055, 0.006504974819341701]
64;[865, 594, 0.006502527172185995]
64;[866, 579, 0.0064777933347270064]
64;[867, 1017, 0.0064442735100577915]
64;[868, 274, 0.006444154763981325]
64;[869, 232, 0.006426641849975727]
64;[870, 65, 0.006396117588868536]
64;[871, 1113, 0.00637899327378512]
64;[872, 781, 0.006308327792248711]
64;[873, 677, 0.006284686619983395]
64;[874, 733, 0.006270405081149355]
64;[875, 577, 0.006242616872947042]
64;[876, 732, 0.006220177017911348]
64;[877, 1108, 0.006218858521040531]
64;[878, 1101, 0.006214239588526267]
64;[879, 195, 0.006186005896417383]
64;[880, 53, 0.006185236649209399]
64;[881, 862, 0.006180878854857383]
64;[882, 389, 0.00617568924301992]
64;[883, 396, 0.006175510525604234]
64;[884, 847, 0.006164368973695569]
64;[885, 271, 0.006163736325739857]
64;[886, 769, 0.006140670026689768]
64;[887, 616, 0.006125242927616655]
64;[888, 832, 0.0061165779776408994]
64;[889, 672, 0.006108404028816469]
64;[890, 332, 0.006106217906643837]
64;[891, 784, 0.006106018840842788]
64;[892, 5, 0.006105220936136491]
64;[893, 1010, 0.00610423957501406]
64;[894, 15, 0.0061041785281020205]
64;[895, 72, 0.006044997647124308]
64;[896, 569, 0.006035175705201347]
64;[897, 510, 0.005939997015543682]
64;[898, 84, 0.005937917175170479]
64;[899, 176, 0.005936099449001383]
64;[900, 737, 0.0059349681235303]
64;[901, 225, 0.005921645095813599]
64;[902, 605, 0.005920560270421556]
64;[903, 1070, 0.005901718625330814]
64;[904, 470, 0.005900870726873671]
64;[905, 1180, 0.0058599568934728525]
64;[906, 953, 0.005839642862120813]
64;[907, 937, 0.005837457706290511]
64;[908, 178, 0.005825194928460129]
64;[909, 1021, 0.005821370987069489]
64;[910, 457, 0.005778044321606497]
64;[911, 228, 0.005771948447045512]
64;[912, 478, 0.005768986026028673]
64;[913, 383, 0.005768134362506846]
64;[914, 209, 0.005765015381443722]
64;[915, 582, 0.005725890671075733]
64;[916, 601, 0.005711763998953963]
64;[917, 695, 0.005688999492733275]
64;[918, 181, 0.005685926811656503]
64;[919, 19, 0.005673390189384308]
64;[920, 1068, 0.005669512697784972]
64;[921, 750, 0.005658751926434962]
64;[922, 1116, 0.005633236410457808]
64;[923, 836, 0.005620322695812545]
64;[924, 947, 0.005612456587985743]
64;[925, 341, 0.005607143032634975]
64;[926, 219, 0.0055976886108513165]
64;[927, 109, 0.005580982479135867]
64;[928, 976, 0.005577162231922433]
64;[929, 848, 0.005569911913225518]
64;[930, 587, 0.0055556732521924975]
64;[931, 1129, 0.005553011702668567]
64;[932, 725, 0.005550409071830712]
64;[933, 352, 0.005549037419092911]
64;[934, 286, 0.005534838747982798]
64;[935, 49, 0.005511343424940846]
64;[936, 1127, 0.0055049778239866665]
64;[937, 445, 0.0054881494012616]
64;[938, 919, 0.005485436111100595]
64;[939, 841, 0.005472247270438194]
64;[940, 518, 0.005445248433539435]
64;[941, 69, 0.005435022992048596]
64;[942, 267, 0.0054307109229730765]
64;[943, 486, 0.005405784438597339]
64;[944, 688, 0.00537353763477979]
64;[945, 1095, 0.005347313938935222]
64;[946, 1152, 0.005339101493593011]
64;[947, 855, 0.005331365739260775]
64;[948, 487, 0.005318625113887062]
64;[949, 252, 0.005316597319288399]
64;[950, 1218, 0.005304750440133555]
64;[951, 503, 0.0052963659301765035]
64;[952, 317, 0.005235095043724151]
64;[953, 506, 0.005227223431929949]
64;[954, 6, 0.005211450703097897]
64;[955, 290, 0.005190419313345995]
64;[956, 346, 0.0051864641318286105]
64;[957, 373, 0.005180506859105963]
64;[958, 743, 0.005106927137922881]
64;[959, 421, 0.00509500096002733]
64;[960, 200, 0.005086615854522431]
64;[961, 261, 0.005054058136853429]
64;[962, 462, 0.005045614971722482]
64;[963, 519, 0.0050437406708011]
64;[964, 276, 0.005040517023064945]
64;[965, 447, 0.0050216623753724125]
64;[966, 509, 0.0050060684064893715]
64;[967, 1191, 0.00500052706963661]
64;[968, 364, 0.004982880725842914]
64;[969, 371, 0.0049655669653320645]
64;[970, 377, 0.004958872454224631]
64;[971, 146, 0.004896323542868472]
64;[972, 849, 0.0048900916532395545]
64;[973, 463, 0.0048805629213124575]
64;[974, 351, 0.004872108218298184]
64;[975, 622, 0.004834157706388558]
64;[976, 753, 0.004822558291146028]
64;[977, 363, 0.004792417162446197]
64;[978, 1065, 0.004783850468701762]
64;[979, 945, 0.0047767108886638925]
64;[980, 305, 0.004764484408320274]
64;[981, 468, 0.0047550915727675325]
64;[982, 762, 0.004743297364944505]
64;[983, 981, 0.004708633383209345]
64;[984, 67, 0.004699192708992766]
64;[985, 1105, 0.004696246897030564]
64;[986, 675, 0.004639835813785613]
64;[987, 251, 0.0046027520891035]
64;[988, 773, 0.004578184554441335]
64;[989, 604, 0.004565608537748684]
64;[990, 686, 0.004562476988372629]
64;[991, 1119, 0.0045510963018069546]
64;[992, 838, 0.004539277842568892]
64;[993, 296, 0.0045351956119041165]
64;[994, 342, 0.004526799687915672]
64;[995, 123, 0.004506712412817095]
64;[996, 40, 0.004492784565623212]
64;[997, 250, 0.004443256065481442]
64;[998, 367, 0.004413552827082617]
64;[999, 702, 0.004393936074501233]
64;[1000, 890, 0.004376717116802568]
64;[1001, 505, 0.004343940101581303]
64;[1002, 876, 0.004326058762395306]
64;[1003, 202, 0.004268718995729828]
64;[1004, 612, 0.004246622581109447]
64;[1005, 1086, 0.004242766815738236]
64;[1006, 416, 0.004162647146830618]
64;[1007, 315, 0.004150536271912359]
64;[1008, 517, 0.0041091751040027635]
64;[1009, 203, 0.004070847395582835]
64;[1010, 521, 0.0038791127501344126]
64;[1011, 925, 0.003877476076753647]
64;[1012, 1034, 0.0038743170714507277]
64;[1013, 1103, 0.0038414660872941532]
64;[1014, 281, 0.003840116645394462]
64;[1015, 263, 0.003831786491984777]
64;[1016, 215, 0.0036588212066127677]
64;[1017, 43, 0.0036315651185445373]
64;[1018, 1000, 0.003535648133177184]
64;[1019, 2, 0.0]
64;[1020, 9, 0.0]
64;[1021, 14, 0.0]
64;[1022, 16, 0.0]
64;[1023, 25, 0.0]
64;[1024, 28, 0.0]
64;[1025, 29, 0.0]
64;[1026, 35, 0.0]
64;[1027, 37, 0.0]
64;[1028, 44, 0.0]
64;[1029, 46, 0.0]
64;[1030, 54, 0.0]
64;[1031, 56, 0.0]
64;[1032, 57, 0.0]
64;[1033, 66, 0.0]
64;[1034, 70, 0.0]
64;[1035, 76, 0.0]
64;[1036, 78, 0.0]
64;[1037, 79, 0.0]
64;[1038, 94, 0.0]
64;[1039, 97, 0.0]
64;[1040, 99, 0.0]
64;[1041, 101, 0.0]
64;[1042, 103, 0.0]
64;[1043, 112, 0.0]
64;[1044, 114, 0.0]
64;[1045, 115, 0.0]
64;[1046, 116, 0.0]
64;[1047, 117, 0.0]
64;[1048, 120, 0.0]
64;[1049, 127, 0.0]
64;[1050, 129, 0.0]
64;[1051, 138, 0.0]
64;[1052, 145, 0.0]
64;[1053, 153, 0.0]
64;[1054, 157, 0.0]
64;[1055, 158, 0.0]
64;[1056, 162, 0.0]
64;[1057, 171, 0.0]
64;[1058, 186, 0.0]
64;[1059, 198, 0.0]
64;[1060, 207, 0.0]
64;[1061, 213, 0.0]
64;[1062, 214, 0.0]
64;[1063, 216, 0.0]
64;[1064, 220, 0.0]
64;[1065, 239, 0.0]
64;[1066, 240, 0.0]
64;[1067, 249, 0.0]
64;[1068, 256, 0.0]
64;[1069, 264, 0.0]
64;[1070, 270, 0.0]
64;[1071, 275, 0.0]
64;[1072, 277, 0.0]
64;[1073, 285, 0.0]
64;[1074, 294, 0.0]
64;[1075, 300, 0.0]
64;[1076, 303, 0.0]
64;[1077, 318, 0.0]
64;[1078, 321, 0.0]
64;[1079, 324, 0.0]
64;[1080, 328, 0.0]
64;[1081, 334, 0.0]
64;[1082, 338, 0.0]
64;[1083, 345, 0.0]
64;[1084, 353, 0.0]
64;[1085, 354, 0.0]
64;[1086, 362, 0.0]
64;[1087, 365, 0.0]
64;[1088, 374, 0.0]
64;[1089, 376, 0.0]
64;[1090, 381, 0.0]
64;[1091, 384, 0.0]
64;[1092, 385, 0.0]
64;[1093, 395, 0.0]
64;[1094, 403, 0.0]
64;[1095, 405, 0.0]
64;[1096, 406, 0.0]
64;[1097, 412, 0.0]
64;[1098, 413, 0.0]
64;[1099, 417, 0.0]
64;[1100, 428, 0.0]
64;[1101, 435, 0.0]
64;[1102, 450, 0.0]
64;[1103, 456, 0.0]
64;[1104, 464, 0.0]
64;[1105, 476, 0.0]
64;[1106, 491, 0.0]
64;[1107, 492, 0.0]
64;[1108, 500, 0.0]
64;[1109, 515, 0.0]
64;[1110, 531, 0.0]
64;[1111, 537, 0.0]
64;[1112, 544, 0.0]
64;[1113, 545, 0.0]
64;[1114, 547, 0.0]
64;[1115, 549, 0.0]
64;[1116, 557, 0.0]
64;[1117, 558, 0.0]
64;[1118, 560, 0.0]
64;[1119, 570, 0.0]
64;[1120, 580, 0.0]
64;[1121, 593, 0.0]
64;[1122, 600, 0.0]
64;[1123, 603, 0.0]
64;[1124, 617, 0.0]
64;[1125, 619, 0.0]
64;[1126, 620, 0.0]
64;[1127, 634, 0.0]
64;[1128, 637, 0.0]
64;[1129, 638, 0.0]
64;[1130, 641, 0.0]
64;[1131, 652, 0.0]
64;[1132, 656, 0.0]
64;[1133, 663, 0.0]
64;[1134, 666, 0.0]
64;[1135, 679, 0.0]
64;[1136, 681, 0.0]
64;[1137, 682, 0.0]
64;[1138, 708, 0.0]
64;[1139, 709, 0.0]
64;[1140, 713, 0.0]
64;[1141, 720, 0.0]
64;[1142, 721, 0.0]
64;[1143, 744, 0.0]
64;[1144, 756, 0.0]
64;[1145, 760, 0.0]
64;[1146, 774, 0.0]
64;[1147, 777, 0.0]
64;[1148, 787, 0.0]
64;[1149, 789, 0.0]
64;[1150, 799, 0.0]
64;[1151, 801, 0.0]
64;[1152, 816, 0.0]
64;[1153, 818, 0.0]
64;[1154, 820, 0.0]
64;[1155, 823, 0.0]
64;[1156, 825, 0.0]
64;[1157, 835, 0.0]
64;[1158, 854, 0.0]
64;[1159, 857, 0.0]
64;[1160, 866, 0.0]
64;[1161, 868, 0.0]
64;[1162, 880, 0.0]
64;[1163, 882, 0.0]
64;[1164, 891, 0.0]
64;[1165, 893, 0.0]
64;[1166, 900, 0.0]
64;[1167, 908, 0.0]
64;[1168, 909, 0.0]
64;[1169, 910, 0.0]
64;[1170, 911, 0.0]
64;[1171, 921, 0.0]
64;[1172, 927, 0.0]
64;[1173, 933, 0.0]
64;[1174, 935, 0.0]
64;[1175, 938, 0.0]
64;[1176, 966, 0.0]
64;[1177, 974, 0.0]
64;[1178, 978, 0.0]
64;[1179, 979, 0.0]
64;[1180, 991, 0.0]
64;[1181, 1001, 0.0]
64;[1182, 1011, 0.0]
64;[1183, 1013, 0.0]
64;[1184, 1020, 0.0]
64;[1185, 1022, 0.0]
64;[1186, 1027, 0.0]
64;[1187, 1028, 0.0]
64;[1188, 1031, 0.0]
64;[1189, 1036, 0.0]
64;[1190, 1059, 0.0]
64;[1191, 1061, 0.0]
64;[1192, 1063, 0.0]
64;[1193, 1064, 0.0]
64;[1194, 1072, 0.0]
64;[1195, 1080, 0.0]
64;[1196, 1087, 0.0]
64;[1197, 1088, 0.0]
64;[1198, 1092, 0.0]
64;[1199, 1094, 0.0]
64;[1200, 1097, 0.0]
64;[1201, 1100, 0.0]
64;[1202, 1122, 0.0]
64;[1203, 1123, 0.0]
64;[1204, 1130, 0.0]
64;[1205, 1176, 0.0]
64;[1206, 1183, 0.0]
64;[1207, 1184, 0.0]
64;[1208, 1186, 0.0]
64;[1209, 1196, 0.0]
64;[1210, 1208, 0.0]
64;[1211, 1217, 0.0]
64;[1212, 1219, 0.0]
64;[1213, 1230, 0.0]
64;[1214, 1235, 0.0]
64;[1215, 1236, 0.0]
65;[1, 1214, 0.17600884437461972]
65;[2, 1109, 0.15986756538783123]
65;[3, 204, 0.15554619313452855]
65;[4, 906, 0.15406494832086456]
65;[5, 388, 0.13890655404520363]
65;[6, 697, 0.1334438679363281]
65;[7, 566, 0.12884015855687947]
65;[8, 964, 0.1280711615518385]
65;[9, 480, 0.1259571586719294]
65;[10, 904, 0.12484714563255446]
65;[11, 210, 0.11968856624977597]
65;[12, 96, 0.11595561452978624]
65;[13, 446, 0.11467516605292152]
65;[14, 64, 0.11182634533368309]
65;[15, 1159, 0.10965178016615183]
65;[16, 490, 0.10375962102767236]
65;[17, 499, 0.1013840815271377]
65;[18, 174, 0.10011324137776434]
65;[19, 140, 0.09887035605633433]
65;[20, 368, 0.09848117616681983]
65;[21, 337, 0.09770293263918571]
65;[22, 842, 0.09751513824153589]
65;[23, 437, 0.0921625087766172]
65;[24, 1057, 0.09067593112265077]
65;[25, 1110, 0.09052740321551098]
65;[26, 427, 0.09029779842948202]
65;[27, 1172, 0.08947247632582576]
65;[28, 150, 0.08943690441736826]
65;[29, 1212, 0.08941236198228415]
65;[30, 24, 0.08939367067472173]
65;[31, 192, 0.08902523158809877]
65;[32, 928, 0.08837760001512407]
65;[33, 190, 0.08800377981514572]
65;[34, 50, 0.0878804490251136]
65;[35, 20, 0.08745789062287299]
65;[36, 814, 0.08678270245977196]
65;[37, 211, 0.08638558561596274]
65;[38, 1067, 0.08637457129683783]
65;[39, 915, 0.08623758589888932]
65;[40, 546, 0.08583076046829778]
65;[41, 1045, 0.08556518260114736]
65;[42, 155, 0.08481522708184562]
65;[43, 1206, 0.08424298672366867]
65;[44, 1223, 0.08413928865679397]
65;[45, 1062, 0.0836122399276048]
65;[46, 809, 0.08348336660143672]
65;[47, 323, 0.08332986750853509]
65;[48, 543, 0.08306868711623143]
65;[49, 562, 0.08203795129097859]
65;[50, 349, 0.08202797383741346]
65;[51, 1073, 0.08202489012357976]
65;[52, 189, 0.0814513664686142]
65;[53, 689, 0.08004685846657607]
65;[54, 170, 0.07945759445712416]
65;[55, 907, 0.0792714362960439]
65;[56, 1063, 0.07921119185401115]
65;[57, 1003, 0.07908234539329596]
65;[58, 90, 0.07786276763126924]
65;[59, 92, 0.07765439359299939]
65;[60, 372, 0.07687131820710423]
65;[61, 711, 0.07645078522328733]
65;[62, 1112, 0.07640541969668938]
65;[63, 798, 0.07610175596219718]
65;[64, 959, 0.07533227835419347]
65;[65, 1137, 0.07493748303672486]
65;[66, 1195, 0.07493138482510846]
65;[67, 63, 0.07491068557462459]
65;[68, 803, 0.07453463217355571]
65;[69, 357, 0.07429875812268234]
65;[70, 605, 0.07414140773582499]
65;[71, 144, 0.07343718287792127]
65;[72, 613, 0.0733410797769635]
65;[73, 1047, 0.07326284913490122]
65;[74, 1237, 0.0729775412225008]
65;[75, 896, 0.07283031672892518]
65;[76, 1007, 0.07233007369719277]
65;[77, 38, 0.07175620427677529]
65;[78, 1234, 0.0712880520116546]
65;[79, 623, 0.07126742790382325]
65;[80, 924, 0.07122893766603723]
65;[81, 125, 0.07087479915999274]
65;[82, 501, 0.0707378225531358]
65;[83, 443, 0.0707140953155312]
65;[84, 714, 0.0706551744082853]
65;[85, 1211, 0.06996476234144328]
65;[86, 484, 0.06989219146123783]
65;[87, 905, 0.06967390236607894]
65;[88, 288, 0.06905770276411542]
65;[89, 1202, 0.06894484969033962]
65;[90, 1046, 0.06863340840474134]
65;[91, 187, 0.0683953649141794]
65;[92, 473, 0.06804500526982857]
65;[93, 730, 0.0673823137355506]
65;[94, 242, 0.06729053206041491]
65;[95, 496, 0.06689432975220302]
65;[96, 584, 0.06686615599457625]
65;[97, 16, 0.06684175034715199]
65;[98, 987, 0.06615254358114013]
65;[99, 502, 0.06588320489987484]
65;[100, 241, 0.06565896904871496]
65;[101, 977, 0.06559018480888594]
65;[102, 434, 0.06527689231598699]
65;[103, 1071, 0.06511818128428373]
65;[104, 831, 0.0649587001853549]
65;[105, 498, 0.06476379004933512]
65;[106, 430, 0.06432360263923019]
65;[107, 715, 0.06431058283972406]
65;[108, 1197, 0.06374807787101737]
65;[109, 815, 0.06369598214186252]
65;[110, 793, 0.06352396591819479]
65;[111, 42, 0.06348410082103476]
65;[112, 691, 0.06325466581933178]
65;[113, 495, 0.06247009899128112]
65;[114, 59, 0.06185366171141507]
65;[115, 602, 0.06183043997095452]
65;[116, 163, 0.061749433897657025]
65;[117, 606, 0.06168368822284366]
65;[118, 1162, 0.061416781142292945]
65;[119, 1151, 0.06136749611726896]
65;[120, 1135, 0.061337754342025416]
65;[121, 440, 0.06127078356681571]
65;[122, 914, 0.06120251656671819]
65;[123, 508, 0.06104700754671586]
65;[124, 1165, 0.0609487674663146]
65;[125, 899, 0.06068444204198982]
65;[126, 1015, 0.060606839773665]
65;[127, 1038, 0.06014826298803842]
65;[128, 903, 0.05991771870901446]
65;[129, 314, 0.05989345134284308]
65;[130, 629, 0.05977042088732859]
65;[131, 731, 0.05973728135718583]
65;[132, 1171, 0.059498093906449084]
65;[133, 180, 0.05948009726898047]
65;[134, 568, 0.05938264797145299]
65;[135, 524, 0.05909019063456284]
65;[136, 1105, 0.058809697075519224]
65;[137, 57, 0.0586996095631426]
65;[138, 986, 0.058687077669756775]
65;[139, 1132, 0.05861500209258448]
65;[140, 653, 0.05849342303705964]
65;[141, 173, 0.05847121598878162]
65;[142, 856, 0.0583702663745612]
65;[143, 1004, 0.058197004414424325]
65;[144, 423, 0.05774171471748829]
65;[145, 243, 0.057693687868517675]
65;[146, 585, 0.05759894272707802]
65;[147, 1175, 0.057438413199930254]
65;[148, 382, 0.05741681246798839]
65;[149, 347, 0.05740000074731858]
65;[150, 1156, 0.057369191874782094]
65;[151, 1136, 0.05723621639974832]
65;[152, 246, 0.057037082922225465]
65;[153, 988, 0.05680795185269012]
65;[154, 110, 0.056643060083354464]
65;[155, 1041, 0.056435114403988684]
65;[156, 1128, 0.056281787316103955]
65;[157, 1161, 0.05627791623991067]
65;[158, 586, 0.0560399872454343]
65;[159, 771, 0.05572246590493438]
65;[160, 439, 0.055694570539649296]
65;[161, 747, 0.05568587114866865]
65;[162, 885, 0.05560111645584164]
65;[163, 339, 0.05538284629706769]
65;[164, 1014, 0.05536230168762397]
65;[165, 1118, 0.055351646468913426]
65;[166, 736, 0.055183874495832556]
65;[167, 859, 0.05518172588243892]
65;[168, 684, 0.05516435519024582]
65;[169, 745, 0.054557392259999116]
65;[170, 504, 0.054514982950636184]
65;[171, 505, 0.054397864313677304]
65;[172, 1042, 0.054253610728471506]
65;[173, 955, 0.054141760132609365]
65;[174, 438, 0.05384664342085028]
65;[175, 475, 0.05373535598377171]
65;[176, 1039, 0.05362353392463098]
65;[177, 1170, 0.05342064984201259]
65;[178, 370, 0.05339684742273145]
65;[179, 970, 0.05322626202293008]
65;[180, 754, 0.052843794239373965]
65;[181, 948, 0.052801938550399725]
65;[182, 961, 0.0527225391339653]
65;[183, 295, 0.05267605963480905]
65;[184, 930, 0.05246621356559681]
65;[185, 540, 0.051700437803285385]
65;[186, 89, 0.05166978735664137]
65;[187, 27, 0.05160203887215587]
65;[188, 597, 0.05142536759990878]
65;[189, 889, 0.05123683878949122]
65;[190, 1228, 0.051066246073453676]
65;[191, 969, 0.05080077708920389]
65;[192, 751, 0.05030226249711897]
65;[193, 159, 0.049901643900080804]
65;[194, 897, 0.049793316736062534]
65;[195, 950, 0.049672062908099425]
65;[196, 599, 0.049590779080580995]
65;[197, 1077, 0.04943580178769176]
65;[198, 526, 0.049343399991746514]
65;[199, 392, 0.04929132244348899]
65;[200, 1188, 0.049260260516561856]
65;[201, 1044, 0.04922092697931852]
65;[202, 529, 0.04885271409580963]
65;[203, 1192, 0.04881906320167019]
65;[204, 289, 0.04877980996654577]
65;[205, 989, 0.04870222580103616]
65;[206, 206, 0.048664422380466706]
65;[207, 553, 0.04841707858715888]
65;[208, 230, 0.0478151644452336]
65;[209, 865, 0.04781089318824818]
65;[210, 895, 0.047710685380344606]
65;[211, 699, 0.047642307557854466]
65;[212, 449, 0.047500391949768864]
65;[213, 166, 0.04722915633792691]
65;[214, 608, 0.04722090750583383]
65;[215, 598, 0.04713925767233435]
65;[216, 952, 0.047051008327401625]
65;[217, 921, 0.046883739934418266]
65;[218, 1141, 0.046882164400479896]
65;[219, 1074, 0.04684156059959927]
65;[220, 1081, 0.04673795825647735]
65;[221, 596, 0.046569478375911584]
65;[222, 552, 0.046466216871119334]
65;[223, 655, 0.046393987461519196]
65;[224, 472, 0.04607698173812808]
65;[225, 18, 0.046010308067314834]
65;[226, 32, 0.04592638018728836]
65;[227, 1017, 0.04582608432185354]
65;[228, 441, 0.04571133303679578]
65;[229, 312, 0.045651053966587904]
65;[230, 742, 0.045214911728683124]
65;[231, 571, 0.04503338516581164]
65;[232, 185, 0.04487655786775716]
65;[233, 398, 0.04474049486423209]
65;[234, 297, 0.044585474823266705]
65;[235, 827, 0.04451100982263245]
65;[236, 812, 0.044410566219005895]
65;[237, 757, 0.044405414129435564]
65;[238, 811, 0.044389148456026005]
65;[239, 195, 0.04398950903965651]
65;[240, 594, 0.04391292723115766]
65;[241, 696, 0.0438398896646565]
65;[242, 460, 0.04350183233615089]
65;[243, 784, 0.04342071047024488]
65;[244, 15, 0.04340762376206817]
65;[245, 666, 0.0434035705744937]
65;[246, 556, 0.04306588075342906]
65;[247, 1008, 0.04284875458717339]
65;[248, 22, 0.04270669328550474]
65;[249, 956, 0.04263919798406724]
65;[250, 781, 0.04260145816479234]
65;[251, 913, 0.04245473438976553]
65;[252, 1037, 0.0424501373938905]
65;[253, 510, 0.04224010723334771]
65;[254, 322, 0.04214164897340645]
65;[255, 920, 0.041991180670747086]
65;[256, 1131, 0.04196935850904173]
65;[257, 1216, 0.04191079891634298]
65;[258, 886, 0.04183991609701857]
65;[259, 1104, 0.041761128656103756]
65;[260, 642, 0.041715580830076975]
65;[261, 316, 0.04167616075746384]
65;[262, 548, 0.04159192241340122]
65;[263, 221, 0.041465374272521956]
65;[264, 1016, 0.04130899732345178]
65;[265, 1075, 0.04129993511724736]
65;[266, 693, 0.04124641729480931]
65;[267, 860, 0.04119103800423768]
65;[268, 537, 0.04102441914098742]
65;[269, 366, 0.04102380242697042]
65;[270, 872, 0.0409662810818318]
65;[271, 397, 0.04090033902251557]
65;[272, 1072, 0.04078314460366013]
65;[273, 582, 0.04071756859805878]
65;[274, 778, 0.04071279648971255]
65;[275, 422, 0.040595221942405633]
65;[276, 238, 0.04031439619190766]
65;[277, 800, 0.04027835366736396]
65;[278, 630, 0.040118885662862216]
65;[279, 84, 0.04009999772599859]
65;[280, 419, 0.03998638564216828]
65;[281, 882, 0.039932132390230045]
65;[282, 48, 0.03989786318492496]
65;[283, 470, 0.03984981530535619]
65;[284, 661, 0.039761982825867924]
65;[285, 45, 0.03954829875251403]
65;[286, 218, 0.03901602464423261]
65;[287, 383, 0.03895341884979023]
65;[288, 539, 0.03872363084569038]
65;[289, 267, 0.038618506228104435]
65;[290, 593, 0.03860269125026777]
65;[291, 308, 0.03852936849466565]
65;[292, 695, 0.038419004508135776]
65;[293, 458, 0.03833877052590485]
65;[294, 783, 0.03830255051647625]
65;[295, 985, 0.038204325799277586]
65;[296, 1133, 0.03809783919700428]
65;[297, 1095, 0.0380254592047678]
65;[298, 611, 0.037743565189859205]
65;[299, 74, 0.03755630541079024]
65;[300, 587, 0.0375186244952826]
65;[301, 352, 0.037473811325217474]
65;[302, 875, 0.03744152729078236]
65;[303, 432, 0.037313486388536994]
65;[304, 1013, 0.0372915568859711]
65;[305, 317, 0.03722745574535199]
65;[306, 756, 0.03715474938477651]
65;[307, 919, 0.03704429837806371]
65;[308, 676, 0.03695558718679835]
65;[309, 444, 0.03684470381502136]
65;[310, 530, 0.03669618718311766]
65;[311, 17, 0.036559033060629936]
65;[312, 1078, 0.03639560157663313]
65;[313, 61, 0.036385683391400955]
65;[314, 688, 0.03628862454267072]
65;[315, 791, 0.036258715248963076]
65;[316, 200, 0.036171600522295594]
65;[317, 724, 0.0360956325169917]
65;[318, 503, 0.0357674678663797]
65;[319, 284, 0.035719907110973705]
65;[320, 488, 0.0355243739497335]
65;[321, 452, 0.03551967777935596]
65;[322, 1194, 0.035449658461717964]
65;[323, 311, 0.03542952891042588]
65;[324, 307, 0.03538692327886023]
65;[325, 523, 0.035365738256121534]
65;[326, 821, 0.03526487830177302]
65;[327, 541, 0.03525595446865218]
65;[328, 292, 0.035244567365506255]
65;[329, 93, 0.03509859873646379]
65;[330, 1051, 0.03505585907205969]
65;[331, 861, 0.03503549873047114]
65;[332, 1050, 0.034991628133319914]
65;[333, 302, 0.03498309481785384]
65;[334, 98, 0.03489606370685497]
65;[335, 852, 0.03479869454507968]
65;[336, 614, 0.0347819472657116]
65;[337, 414, 0.034745749241075256]
65;[338, 300, 0.034707766791242115]
65;[339, 52, 0.03464311442052717]
65;[340, 454, 0.03457303407015266]
65;[341, 753, 0.03429385213898687]
65;[342, 923, 0.034281700900342174]
65;[343, 1186, 0.03411990082342441]
65;[344, 519, 0.034061436605310004]
65;[345, 563, 0.03405994315708192]
65;[346, 276, 0.03403966663731016]
65;[347, 592, 0.033987946563094285]
65;[348, 633, 0.033930652464044996]
65;[349, 705, 0.033852745868414975]
65;[350, 536, 0.0337946383175008]
65;[351, 62, 0.033760839021942435]
65;[352, 830, 0.03374099421825362]
65;[353, 469, 0.03373365959447605]
65;[354, 1048, 0.03370561693128265]
65;[355, 1149, 0.033704641999477605]
65;[356, 1120, 0.033652341139339445]
65;[357, 364, 0.033650436656601966]
65;[358, 97, 0.033487034201400534]
65;[359, 425, 0.03346189895597656]
65;[360, 685, 0.03340027145959001]
65;[361, 844, 0.03329400546479344]
65;[362, 581, 0.033235332768481535]
65;[363, 719, 0.03323008670950882]
65;[364, 790, 0.03315231337033298]
65;[365, 1006, 0.03303255005593785]
65;[366, 849, 0.0330238126248706]
65;[367, 393, 0.03283403222858347]
65;[368, 776, 0.03282730342975584]
65;[369, 293, 0.032732023887017125]
65;[370, 134, 0.0327313139085995]
65;[371, 622, 0.03264607897258761]
65;[372, 135, 0.032512766432975806]
65;[373, 197, 0.032493659809749845]
65;[374, 604, 0.032466648335906734]
65;[375, 1179, 0.03239566357751295]
65;[376, 283, 0.032361187808409006]
65;[377, 100, 0.03225898351464603]
65;[378, 936, 0.032153268986487696]
65;[379, 1043, 0.032117769976475]
65;[380, 1224, 0.031987883486763534]
65;[381, 971, 0.03195172962680674]
65;[382, 965, 0.03176680383568067]
65;[383, 269, 0.03173906371217777]
65;[384, 681, 0.031637063275425224]
65;[385, 621, 0.03162497161545262]
65;[386, 516, 0.03160403631227025]
65;[387, 106, 0.0314764967465789]
65;[388, 868, 0.03137935217384635]
65;[389, 326, 0.03135161667167147]
65;[390, 1040, 0.03131581630901809]
65;[391, 81, 0.03131509762944892]
65;[392, 901, 0.03129599818730644]
65;[393, 912, 0.031224123816943384]
65;[394, 532, 0.03120550353248042]
65;[395, 994, 0.031193580950302304]
65;[396, 890, 0.0311234163687282]
65;[397, 87, 0.031109448992072526]
65;[398, 575, 0.031094097802136775]
65;[399, 922, 0.031077843441508476]
65;[400, 448, 0.031000901207289593]
65;[401, 151, 0.03093262904180853]
65;[402, 258, 0.030839473343717963]
65;[403, 794, 0.030831521148589083]
65;[404, 960, 0.03079790897783586]
65;[405, 359, 0.03079322105434243]
65;[406, 467, 0.030791416877292026]
65;[407, 455, 0.030708123054976024]
65;[408, 105, 0.030686119798370087]
65;[409, 707, 0.030601921450695433]
65;[410, 1169, 0.0305206945290689]
65;[411, 758, 0.03051404913159549]
65;[412, 268, 0.03044191116799404]
65;[413, 172, 0.03043895010553129]
65;[414, 1079, 0.03039624390655032]
65;[415, 673, 0.030382869073558444]
65;[416, 13, 0.030286093161804608]
